Accepted Symbol,Synonym Symbol,Scientific Name,Common Name,Growth Habit
SPCO16,,Sporobolus compositus (Poir.) Merr.,composite dropseed,Graminoid
SPCOC2,,Sporobolus compositus (Poir.) Merr. var. compositus,composite dropseed,Graminoid
SPCOC2,SPASH,Sporobolus asper (P. Beauv.) Kunth var. hookeri (Trin.) Vasey,,Graminoid
SPCOC2,SPAS,Sporobolus asper (P. Beauv.) Kunth,,Graminoid
SPCOD3,,Sporobolus compositus (Poir.) Merr. var. drummondii (Trin.) Kartesz & Gandhi,Drummond's dropseed,Graminoid
SPCOD3,SPASD,Sporobolus asper (P. Beauv.) Kunth var. drummondii (Trin.) Vasey,,Graminoid
SPCOD3,SPASP,Sporobolus asper (P. Beauv.) Kunth var. pilosus (Vasey) Hitchc.,,Graminoid
SPCOD3,SPAT2,Sporobolus attenuatus Nash,,Graminoid
SPCOD3,SPDR,Sporobolus drummondii (Trin.) Vasey,,Graminoid
SPCOD3,SPPI,Sporobolus pilosus Vasey,,Graminoid
SPCOM,SPMA8,Sporobolus macer (Trin.) Hitchc.,,Graminoid
SPCOM,,Sporobolus compositus (Poir.) Merr. var. macer (Trin.) Kartesz & Gandhi,composite dropseed,Graminoid
SPCOM,SPASM,Sporobolus asper (P. Beauv.) Kunth var. macer (Trin.) Shinners,,Graminoid
SPCO4,SPCRS,Sporobolus cryptandrus (Torr.) A. Gray var. strictus Scribn.,,Graminoid
SPCO4,,Sporobolus contractus Hitchc.,spike dropseed,Graminoid
SPCR6,,Sporobolus creber De Nardi,slender dropseed,Graminoid
SPCR,,Sporobolus cryptandrus (Torr.) A. Gray,sand dropseed,Graminoid
SPCR,AGCR2,Agrostis cryptandra Torr.,,Graminoid
SPCR,SPCRF2,Sporobolus cryptandrus (Torr.) A. Gray var. fuscicola (Hook.) Pohl,,Graminoid
SPCR,SPCRF,Sporobolus cryptandrus (Torr.) A. Gray ssp. fuscicola (Hook.) E.K. Jones & Fassett,,Graminoid
SPCR,SPCRO,Sporobolus cryptandrus (Torr.) A. Gray var. occidentalis E.K. Jones & Fassett,,Graminoid
SPCU2,,Sporobolus cubensis Hitchc.,Cuban dropseed,Graminoid
SPCU,,Sporobolus curtissii (Vasey ex Beal) Small ex Scribn.,Curtis' dropseed,Graminoid
SPDI8,SPINF,Sporobolus indicus (L.) R. Br. var. flaccidus (Roem. & Schult.) Veldkamp,,Graminoid
SPDI8,,Sporobolus diandrus (Retz.) P. Beauv.,tussock dropseed,Graminoid
SPDI8,SPDI4,"Sporobolus diander (Retz.) P. Beauv., orth. var.",,Graminoid
SPDO2,VIDO5,Vilfa domingensis Trin.,,Graminoid
SPDO2,,Sporobolus domingensis (Trin.) Kunth,coral dropseed,Graminoid
SPEL,,Sporobolus elongatus R. Br.,elongate dropseed,Graminoid
SPFA3,,Sporobolus farinosus Hosok.,,Graminoid
SPFI6,,Sporobolus fimbriatus (Trin.) Nees,fringed dropseed,Graminoid
SPFI6,SPFIL,Sporobolus fimbriatus (Trin.) Nees var. latifolius Stent,,Graminoid
SPFL2,,Sporobolus flexuosus (Thurb. ex Vasey) Rydb.,mesa dropseed,Graminoid
SPFL3,,Sporobolus floridanus Chapm.,Florida dropseed,Graminoid
SPGI,,Sporobolus giganteus Nash,giant dropseed,Graminoid
SPHE6,,Sporobolus helvolus (Trin.) T. Durand & Schinz,,Graminoid
SPHE,,Sporobolus heterolepis (A. Gray) A. Gray,prairie dropseed,Graminoid
SPIN4,SPTE12,Sporobolus tenacissimus auct.,,Graminoid
SPIN4,,Sporobolus indicus (L.) R. Br.,smut grass,Graminoid
SPINC3,,Sporobolus indicus (L.) R. Br. var. capensis Engelm.,rat-tail grass,Graminoid
SPINC3,SPAF,Sporobolus africanus (Poir.) Robyns & Tournay,,Graminoid
SPINI2,SPAN6,Sporobolus angustus Buckley,,Graminoid
SPINI2,,Sporobolus indicus (L.) R. Br. var. indicus,smut grass,Graminoid
SPINI2,AGIN6,Agrostis indica L.,,Graminoid
SPINI2,SPBE4,Sporobolus berterianus (Trin.) Hitchc. & Chase,,Graminoid
SPINI2,SPPO2,Sporobolus poiretii (Roem. & Schult.) Hitchc.,,Graminoid
SPINM,SPFE3,Sporobolus fertilis (Steud.) Clayton,,Graminoid
SPINM,,Sporobolus indicus (L.) R. Br. var. major (Buse) Baaijens,smut grass,Graminoid
SPINP2,,Sporobolus indicus (L.) R. Br. var. pyramidalis (P. Beauv.) Veldkamp,West Indian dropseed,Graminoid
SPINP2,SPJA2,Sporobolus jacquemontii Kunth,,Graminoid
SPIN5,,Sporobolus interruptus Vasey,black dropseed,Graminoid
SPIO2,,Sporobolus ioclados (Trin.) Nees,pan dropseed,Graminoid
SPIO2,SPIOU2,Sporobolus ioclados (Trin.) Nees var. usitatus (Stent) Chippind.,,Graminoid
SPJU,,Sporobolus junceus (P. Beauv.) Kunth,pineywoods dropseed,Graminoid
SPJU,SPGR4,Sporobolus gracilis (Trin.) Merr.,,Graminoid
SPMI10,SPMI15,"Sporobolus microspermum (Lag.) Hitchc., orth. var.",,Graminoid
SPMI10,,Sporobolus microspermus (Lag.) Hitchc.,dropseed,Graminoid
SPNE,,Sporobolus nealleyi Vasey,gyp dropseed,Graminoid
SPNE2,SPVAN,Sporobolus vaginiflorus (Torr. ex A. Gray) Alph. Wood var. neglectus (Nash) Scribn.,,Graminoid
SPNE2,,Sporobolus neglectus Nash,puffsheath dropseed,Graminoid
SPNE4,,Sporobolus nervosus Hochst.,,Graminoid
SPNE4,SPLA10,Sporobolus lampranthus Pilg.,,Graminoid
SPPI2,,Sporobolus piliferus (Trin.) Kunth,Barundi dropseed,Graminoid
SPPI3,,Sporobolus pinetorum A. Weakley & P.M. Peterson,Carolina dropseed,Graminoid
SPPU3,,Sporobolus purpurascens (Sw.) Ham.,purple dropseed,Graminoid
SPPU3,AGPU7,Agrostis purpurascens Sw.,,Graminoid
SPPY2,SPPA6,Sporobolus patens auct. non Swallen,,Graminoid
SPPY2,AGPY,Agrostis pyramidata Lam.,,Graminoid
SPPY2,,Sporobolus pyramidatus (Lam.) Hitchc.,Madagascar dropseed,Graminoid
SPPY2,SPAR3,Sporobolus argutus (Nees) Kunth,,Graminoid
SPPY2,SPPU2,Sporobolus pulvinatus Swallen,,Graminoid
SPPY2,SPCO17,Sporobolus coromandelianus auct. non (Retz.) Kunth,,Graminoid
SPSI2,,Sporobolus silveanus Swallen,Silveus' dropseed,Graminoid
SPTE3,,Sporobolus tenuissimus (Mart. ex Schrank) Kuntze,tropical dropseed,Graminoid
SPTE3,SPMU4,Sporobolus muralis (Raddi) Hitchc. & Chase,,Graminoid
SPTE4,,Sporobolus teretifolius Harper,wireleaf dropseed,Graminoid
SPTE5,,Sporobolus texanus Vasey,Texas dropseed,Graminoid
SPTH,,Sporobolus tharpii Hitchc.,Tharp's dropseed,Graminoid
SPVA,,Sporobolus vaginiflorus (Torr. ex A. Gray) Alph. Wood,poverty dropseed,Graminoid
SPVAO,SPOZ,Sporobolus ozarkanus Fernald,,Graminoid
SPVAO,SPNEO,Sporobolus neglectus Nash var. ozarkanus (Fernald) Steyerm. & Kucera,,Graminoid
SPVAO,,Sporobolus vaginiflorus (Torr. ex A. Gray) Alph. Wood var. ozarkanus (Fernald) Shinners,Ozark dropseed,Graminoid
SPVAV2,,Sporobolus vaginiflorus (Torr. ex A. Gray) Alph. Wood var. vaginiflorus,poverty dropseed,Graminoid
SPVAV2,SPVAI,Sporobolus vaginiflorus (Torr. ex A. Gray) Alph. Wood var. inaequalis Fernald,,Graminoid
SPVI3,,Sporobolus virginicus (L.) Kunth,seashore dropseed,Graminoid
SPVI3,AGVI8,Agrostis virginica L.,,Graminoid
SPWR2,,Sporobolus wrightii Munro ex Scribn.,big sacaton,Graminoid
SPWR2,SPAIW,Sporobolus airoides (Torr.) Torr. var. wrightii (Munro ex Scribn.) Gould,,Graminoid
STHI3,,Steinchisma hians (Elliott) Nash,gaping grass,Graminoid
STHI3,PAHI11,Panicum hians Elliott,,Graminoid
STMI12,,Stenotaphrum micranthum (Desv.) C.E.Hubb.,,Graminoid
STSE,,Stenotaphrum secundatum (Walter) Kuntze,St. Augustine grass,Graminoid
STSE,ISSE3,Ischaemum secundatum Walter,,Graminoid
STAR17,,Stipa arabica Trin. & Rupr.,,Graminoid
STAR17,STSZ2,Stipa szovitziana Trin. & Rupr.,,Graminoid
STBA8,,Stipa barbata Desf.,,Graminoid
STBR9,,Stipa breviflora Griseb.,needlegrass,Graminoid
STCA26,,Stipa capillata L.,,Graminoid
STCA35,,Stipa caucasica Schmalh.,needlegrass,Graminoid
STCAD,,Stipa caucasica Schmalh. ssp. desertorum (Roshev.) Tzvelev,,Graminoid
STCAD,STDE5,Stipa desertorum (Roshev.) Ikonn.,,Graminoid
STCAG,,Stipa caucasica Schmalh. ssp. glareosa (P.A. Smirn.) Tzvel.,needlegrass,Graminoid
STCAG,STGL7,Stipa glareosa P.A. Smirn.,,Graminoid
STDR4,,Stipa dregeana Steud.,,Graminoid
STEL7,,Stipa elegantissima Labill. [excluded],Australian needlegrass,Graminoid
STGR13,,Stipa grandis P.A. Smirn.,needlegrass,Graminoid
STHA6,,Stipa haussknechtii Boiss.,,Graminoid
STHO4,,Stipa holosericea Trin. & Rupr.,,Graminoid
STHOF,STFO3,Stipa fontanesii Parl.,,Graminoid
STHOF,,Stipa holosericea Trin. & Rupr. ssp. fontanesii (Parl.) Tzvelev,,Graminoid
STIC,,Stipa ichu (Ruiz & Pav.) Kunth,Peruvian feathergrass,Graminoid
STJO2,,Stipa joannis Celak.,,Graminoid
STKI2,,Stipa kirghisorum P.A. Smirn.,needlegrass,Graminoid
STKL,,Stipa klemenzii Roshev.,needlegrass,Graminoid
STKR,,Stipa krylovii Roshev.,needlegrass,Graminoid
STLA15,,Stipa lagascae Roem. & Schult.,,Graminoid
STLE12,,Stipa lessingiana Trin. & Rupr.,,Graminoid
STOF3,,Stipa offneri Breistr.,,Graminoid
STOF3,STJU2,Stipa juncea auct.,,Graminoid
STOR6,,Stipa orientalis Trin.,,Graminoid
STPE9,,Stipa pennata L. [excluded],European feather grass,Graminoid
STPS4,,Stipa psylantha Speg.,,Graminoid
STPU9,,Stipa pulcherrima K. Koch,,Graminoid
STSA8,,Stipa sareptana A.K. Becker,,Graminoid
STSI8,,Stipa sibirica (L.) Lam.,needlegrass,Graminoid
STTE13,,Stipa tenacissima L. [excluded],esparto,Graminoid
STTI3,,Stipa tirsa Steven,,Graminoid
STTI3,STST13,Stipa stenophylla (Czern. ex Lindem.) Trautv.,,Graminoid
STUC2,,Stipa ucrainica P.A. Smirn.,,Graminoid
STCI12,,Stipagrostis ciliata (Desf.) De Winter,,Graminoid
STCI12,ARCI9,Aristida ciliata Desf.,,Graminoid
STLA21,ARLA27,Aristida lanata Forssk.,,Graminoid
STLA21,,Stipagrostis lanata (Forssk.) De Winter,,Graminoid
STOB4,,Stipagrostis obtusa (Delile) Nees,,Graminoid
STOB4,AROB6,Aristida obtusa Delile,,Graminoid
STPE14,,Stipagrostis pennata (Trin.) De Winter,,Graminoid
STPEP,ARPE16,Aristida pennata Trin.,,Graminoid
STPEP,,Stipagrostis pennata (Trin.) De Winter ssp. pennata,,Graminoid
STPL7,,Stipagrostis plumosa (L.) Munro ex T. Anderson,,Graminoid
STPL7,ARPL11,Aristida plumosa L.,,Graminoid
STPU10,ARPU21,Aristida pungens Desf.,,Graminoid
STPU10,,Stipagrostis pungens (Desf.) De Winter,three-awn grass,Graminoid
STUN2,,Stipagrostis uniplumis (Licht.) De Winter,,Graminoid
STUN2,ARUN6,Aristida uniplumis Licht.,,Graminoid
STUNN,,Stipagrostis uniplumis (Licht.) De Winter var. neesii (Trin. & Rupr.) De Winter,,Graminoid
SWAL,,Swallenia alexandrae (Swallen) Söderst. & Decker,Eureka dunegrass,Graminoid
SWAL,ECAL4,Ectosperma alexandrae Swallen,,Graminoid
TACA8,TACRC,Taeniatherum crinitum (Schreb.) Nevski var. caput-medusae (L.) Wipff,,Graminoid
TACA8,ELCA13,Elymus caput-medusae L.,,Graminoid
TACA8,,Taeniatherum caput-medusae (L.) Nevski,medusahead,Graminoid
TACA8,TAAS2,Taeniatherum asperum auct. non (Simonkai) Nevski,,Graminoid
TACAC,ELCR6,Elymus crinitus Schreb.,,Graminoid
TACAC,,Taeniatherum caput-medusae (L.) Nevski ssp. crinitum (Schreb.) Melderis,,Graminoid
TACR2,,Taeniatherum crinitum (Schreb.) Nevski [excluded],,Graminoid
TEDR2,,Tetrachne dregei Nees,robies cocksfoot,Graminoid
TEVI81,TEVI7,"Tetrapogon villosum Desf., orth. var.",,Graminoid
TEVI81,,Tetrapogon villosus Desf.,,Graminoid
THPU9,,Thaumastochloa pubescens (Domin) C.E. Hubb.,,Graminoid
THAN4,,Themeda anathera (Nees ex Steud.) Hack.,,Graminoid
THAR2,,Themeda arguens (L.) Hack.,Christmas grass,Graminoid
THAR2,THFR4,"Themeda frondosa (R. Br.) Merr., nom. inq.",,Graminoid
THJA3,,Themeda japonica (Willd.) Tanaka,,Graminoid
THQU,,Themeda quadrivalvis (L.) Kuntze,kangaroo grass,Graminoid
THQUH,,Themeda quadrivalvis (L.) Kuntze var. helferi (Munro ex Hack.) Bor,kangaroo grass,Graminoid
THQUQ,ANQU3,Andropogon quadrivalvis L.,,Graminoid
THQUQ,,Themeda quadrivalvis (L.) Kuntze var. quadrivalvis,kangaroo grass,Graminoid
THTR8,,Themeda triandra Forssk.,kangaroo grass,Graminoid
THTR8,THAU8,Themeda australis (R. Br.) Stapf,,Graminoid
THVI2,,Themeda villosa (Poir.) A. Camus,silky kangaroo grass,Graminoid
THVI2,THGI,Themeda gigantea auct. non (Cav.) Hack.,,Graminoid
THIN6,AGAU5,Agropyron aucheri Boiss.,,Graminoid
THIN6,AGIN2,Agropyron intermedium (Host) P. Beauv.,,Graminoid
THIN6,,Thinopyrum intermedium (Host) Barkworth & D.R. Dewey,intermediate wheatgrass,Graminoid
THIN6,AGGE3,Agropyron gentryi Melderis,,Graminoid
THIN6,AGCI3,Agropyron ciliatiflorum Roshev.,,Graminoid
THIN6,AGTR6,Agropyron trichophorum (Link) K. Richt.,,Graminoid
THIN6,AGPO3,Agropyron podperae Nabelek,,Graminoid
THIN6,AGPU9,Agropyron pulcherrimum Grossh.,,Graminoid
THIN6,AGGL4,Agropyron glaucum (Desf. ex DC.) Roem. & Schult.,,Graminoid
THIN6,ELHI6,Elymus hispidus (Opiz) Melderis,,Graminoid
THIN6,ELHIB,Elymus hispidus (Opiz) Melderis ssp. barbulatus (Schur) Melderis,,Graminoid
THIN6,ELIN7,Elytrigia intermedia (Host) Nevski,,Graminoid
THIN6,AGINT,Agropyron intermedium (Host) P. Beauv. var. trichophorum (Link) Halac.,,Graminoid
THIN6,ELHIR,Elymus hispidus (Opiz) Melderis var. ruthenicus (Griseb.) Dorn,,Graminoid
THIN6,ELIN10,Elymus intermedius (Host) P. Beauv.,,Graminoid
THIN6,ELINI2,Elytrigia intermedia (Host) Nevski ssp. intermedia,,Graminoid
THIN6,ELINB,Elytrigia intermedia (Host) Nevski ssp. barbulata (Schur) Á. Löve,,Graminoid
THIN6,ELINT,Elytrigia intermedia (Host) Nevski ssp. trichophora (Link) Tvzel,,Graminoid
THIN6,THINB,Thinopyrum intermedium (Host) Barkworth & D.R. Dewey ssp. barbulatum (Schur) Barkworth & D.R. Dewey,,Graminoid
THJU3,TRJU,Triticum junceum L. p.p.,,Graminoid
THJU3,ELFA80,Elymus farctus (Viv.) Runemark ex Melderis p.p.,,Graminoid
THJU3,ELFAB2,Elymus farctus (Viv.) Runemark ex Melderis ssp. boreali-atlanticus (Simonet & Guin.) Melderis p.p.,,Graminoid
THJU3,,Thinopyrum junceiforme (Á. Löve & D. Löve) Á. Löve,Russian wheatgrass,Graminoid
THJU3,THJU2,Thinopyrum junceum (L.) Á. Löve p.p.,,Graminoid
THJU3,AGJU,Agropyron junceum (L.) P. Beauv. p.p.,,Graminoid
THJU3,ELJU2,Elytrigia juncea (L.) Nevski,,Graminoid
THJU3,ELJUB,Elytrigia juncea (L.) Nevski ssp. boreoatlantica (Simonet & Guin.) Hyl.,,Graminoid
THJU3,ELMU6,Elymus multinodus Gould,,Graminoid
THJU3,TRFA,Triticum farctum Viv. p.p.,,Graminoid
THPO7,,Thinopyrum ponticum (Podp.) Z.-W. Liu & R.-C. Wang,tall wheatgrass,Graminoid
THPO7,AGEL3,Agropyron elongatum (Host) P. Beauv.,,Graminoid
THPO7,AGVA80,Agropyron varnense (Velen.) Hayek,,Graminoid
THPO7,ELEL6,Elytrigia elongata (Host) Nevski,,Graminoid
THPO7,ELPO,Elytrigia pontica (Podp.) Holub,,Graminoid
THPO7,LOEL2,Lophopyrum elongatum (Host) Á. Löve,,Graminoid
THPO7,ELEL8,Elymus elongatus (Host) Runemark,,Graminoid
THPO7,ELELP,Elymus elongatus (Host) Runemark var. ponticus (Podp.) Dorn,,Graminoid
THPO7,ELPOP2,Elytrigia pontica (Podp.) Holub ssp. pontica,,Graminoid
THPO7,ELVA2,Elymus varnensis (Velen.) Runemark,,Graminoid
THPY4,AGCA13,Agropyron campestre Gren. & Godr.,,Graminoid
THPY4,AGLI81,Agropyron littorale auct. non (Host) Durand,,Graminoid
THPY4,,Thinopyrum pycnanthum (Godr.) Barkworth,tick quackgrass,Graminoid
THPY4,AGPUA,Agropyron pungens (Pers.) Roem. & Schult. var. acadiense (F.T. Hubbard) Fernald,,Graminoid
THPY4,ELPU4,Elymus pungens auct. non (Pers.) Melderis,,Graminoid
THPY4,AGPU3,Agropyron pungens auct. non (Pers.) Roem. & Schult.,,Graminoid
THPY4,ELPY3,Elytrigia pycnantha (Godr.) Á. Löve,,Graminoid
THPY4,AGPY80,Agropyron pycnanthum (Godr.) Gren. & Godr.,,Graminoid
THPY4,ELPY2,"Elytrigia pycnanthes (Godr.) Á. Löve, orth. var.",,Graminoid
THPY4,ELPU3,Elytrigia pungens auct. non (Pers.) Tutin,,Graminoid
THPY4,ELPY80,Elymus pycnanthus (Godr.) Melderis,,Graminoid
THPY4,TRPU12,Triticum pungens auct. non Pers.,,Graminoid
THIN13,,Thuarea involuta (G. Forst.) R. Br. ex Roem. & Schult.,Kuroiwa grass,Graminoid
THMI16,,Thyridolepis mitchelliana (Nees) S.T. Blake,,Graminoid
THMI16,NEMI4,Neurachne mitchelliana Nees,,Graminoid
THLA12,,Thysanolaena latifolia (Roxb. ex Hornem.) Honda,tiger grass,Graminoid
THLA12,MELA16,Melica latifolia Roxb. ex Hornem.,,Graminoid
THMA12,,Thysanolaena maxima (Roxb.) Kuntze [excluded],,Graminoid
THMA12,AGMA13,Agrostis maxima Roxb.,,Graminoid
TOCA2,,Torreyochloa californica (Beetle) Church,Sierra false mannagrass,Graminoid
TOCA2,GLCA4,Glyceria californica Beetle,,Graminoid
TOCA2,PUCA,Puccinellia californica (Beetle) Munz,,Graminoid
TOER,GLER2,Glyceria erecta Hitchc.,,Graminoid
TOER,,Torreyochloa erecta (Hitchc.) Church,spiked false mannagrass,Graminoid
TOER,PUER,Puccinellia erecta (Hitchc.) Munz,,Graminoid
TOPA6,,Torreyochloa pallida (Torr.) Church,pale false mannagrass,Graminoid
TOPAF,PUFE,Puccinellia fernaldii (Hitchc.) E.G. Voss,,Graminoid
TOPAF,,Torreyochloa pallida (Torr.) Church var. fernaldii (Hitchc.) Dore ex Koyama & Kawano,Fernald's false mannagrass,Graminoid
TOPAF,GLPAF,Glyceria pallida (Torr.) Trin. var. fernaldii Hitchc.,,Graminoid
TOPAF,TOFE2,Torreyochloa fernaldii (Hitchc.) Church,,Graminoid
TOPAF,GLFE2,Glyceria fernaldii (Hitchc.) H. St. John,,Graminoid
TOPAP,PUPA2,Puccinellia pallida (Torr.) R.T. Clausen,,Graminoid
TOPAP,GLPA5,Glyceria pallida (Torr.) Trin.,,Graminoid
TOPAP,,Torreyochloa pallida (Torr.) Church var. pallida,pale false mannagrass,Graminoid
TOPAP,PAPA27,Panicularia pallida (Torr.) Kuntze,,Graminoid
TOPAP3,TOPAH,Torreyochloa pauciflora (J. Presl) Church var. holmii (Beal) Roy L. Taylor & MacBryde,,Graminoid
TOPAP3,GLOT,Glyceria otisii Hitchc.,,Graminoid
TOPAP3,,Torreyochloa pallida (Torr.) Church var. pauciflora (J. Presl) J.I. Davis,pale false mannagrass,Graminoid
TOPAP3,GLPA6,Glyceria pauciflora J. Presl,,Graminoid
TOPAP3,PUPA3,Puccinellia pauciflora (J. Presl) Munz,,Graminoid
TOPAP3,PUPAM2,Puccinellia pauciflora (J. Presl) Munz var. microtheca (Buckley) C.L. Hitchc.,,Graminoid
TOPAP3,PUPAH,Puccinellia pauciflora (J. Presl) Munz var. holmii (Beal) C.L. Hitchc.,,Graminoid
TOPAP3,TOPA3,Torreyochloa pauciflora (J. Presl) Church,,Graminoid
TOPAP3,TOPAM,Torreyochloa pauciflora (J. Presl) Church var. microtheca (Buckley) Roy L. Taylor & MacBryde,,Graminoid
TRSP12,ANMO13,Andropogon montufari Kunth,,Graminoid
TRSP12,HESE4,Heteropogon secundus J. Presl,,Graminoid
TRSP12,,Trachypogon spicatus (L. f.) Kuntze,spiked crinkleawn,Graminoid
TRSP12,STSP17,Stipa spicata L. f.,,Graminoid
TRSP12,TRMO,Trachypogon montufari (Kunth) Nees,,Graminoid
TRSP12,TRSE,Trachypogon secundus (J. Presl) Scribn.,,Graminoid
TRAU11,,Tragus australianus S.T. Blake,Australian bur grass,Graminoid
TRBE,NAAL,Nazia aliena auct. non (Spreng.) Scribn.,,Graminoid
TRBE,,Tragus berteronianus Schult.,spiked bur grass,Graminoid
TRHE8,,Tragus heptaneuron W.D. Clayton,Kenya bur grass,Graminoid
TRRA,,Tragus racemosus (L.) All.,stalked bur grass,Graminoid
TRRA,CERA2,Cenchrus racemosus L.,,Graminoid
TRRA,NARA,Nazia racemosa (L.) Kuntze,,Graminoid
TREC3,LAEC3,Lasiochloa echinata (Thunb.) Henrard,,Graminoid
TREC3,,Tribolium echinatum (Thunb.) Renvoize,,Graminoid
TRHI10,LALO3,Lasiochloa longifolia (Schrad.) Kunth,,Graminoid
TRHI10,,Tribolium hispidum (Thunb.) Desv.,,Graminoid
TROB6,,Tribolium obliterum (Hemsl.) Renvoize,Capetown grass,Graminoid
TRUN7,PLUN5,Plagiochloa uniolae (L. f.) Adamson & Sprague,,Graminoid
TRUN7,,Tribolium uniolae (L. f.) Renvoize,,Graminoid
TRCR9,LECR17,Leptochloa crinita (Lag.) P.M. Peterson & N. Snow,,Graminoid
TRCR9,CHCR,Chloris crinita Lag.,,Graminoid
TRCR9,,Trichloris crinita (Lag.) Parodi,false Rhodes grass,Graminoid
TRCR9,CHME4,Chloris mendocina Phil.,,Graminoid
TRCR9,TRME5,Trichloris mendocina (Phil.) Kurtz,,Graminoid
TRPL3,CHPL2,Chloris pluriflora (Fourn.) W.D. Clayton,,Graminoid
TRPL3,,Trichloris pluriflora Fourn.,multiflower false Rhodes grass,Graminoid
TRMO18,,Tricholaena monachne (Trin.) Stapf & C.E. Hubb.,,Graminoid
TRTE10,,Tricholaena teneriffae (L. f.) Link,,Graminoid
TREL,,Trichoneura elegans Swallen,Silveus' grass,Graminoid
TRAL7,LEAL7,Leucocoma alpina (L.) Rydb.,,Graminoid
TRAL7,ERAL10,Eriophorum alpinum L.,,Graminoid
TRAL7,BAAL6,Baeothryon alpinum (L.) Egor.,,Graminoid
TRAL7,,Trichophorum alpinum (L.) Pers.,alpine bulrush,Graminoid
TRAL7,SCHU2,Scirpus hudsonianus (Michx.) Fernald,,Graminoid
TRCE3,,Trichophorum cespitosum (L.) Hartm.,tufted bulrush,Graminoid
TRCE3,SCCA27,"Scirpus caespitosus L., orth. var.",,Graminoid
TRCE3,BACA20,"Baeothryon caespitosum (L.) A. Dietr., orth. var.",,Graminoid
TRCE3,SCCE2,Scirpus cespitosus L.,,Graminoid
TRCE3,BACE,Baeothryon cespitosum (L.) A. Dietr.,,Graminoid
TRCE3,TRCAC6,"Trichophorum caespitosum (L.) Hartm. var. callosum (Bigelow) Mohlenbr., orth. var.",,Graminoid
TRCE3,SCCAA,"Scirpus caespitosus L. var. austriacus (Pall.) Asch. & Graebn., orth. var.",,Graminoid
TRCE3,SCCAD2,"Scirpus caespitosus L. var. delicatulus Fernald, orth. var.",,Graminoid
TRCE3,SCCAC3,"Scirpus caespitosus L. var. callosus Bigelow, orth. var.",,Graminoid
TRCE3,SCCEA,Scirpus cespitosus L. var. austriacus (Pall.) Asch. & Graebn.,,Graminoid
TRCE3,SCCEC3,Scirpus cespitosus L. var. callosus Bigelow,,Graminoid
TRCE3,SCCED,Scirpus cespitosus L. var. delicatulus Fernald,,Graminoid
TRCE3,TRCA30,"Trichophorum caespitosum (L.) Hartm., orth. var.",,Graminoid
TRCL3,,Trichophorum clementis (M.E. Jones) S.G. Sm.,Yosemite bulrush,Graminoid
TRCL3,BACL3,Baeothryon clementis (M.E. Jones) Á. Löve & D. Löve,,Graminoid
TRCL3,SCCL,Scirpus clementis M.E. Jones,,Graminoid
TRCL4,,Trichophorum clintonii (A. Gray) S.G. Sm.,Clinton's bulrush,Graminoid
TRCL4,SCCL2,Scirpus clintonii A. Gray,,Graminoid
TRCL4,BACL4,Baeothryon clintonii (A. Gray) Á. Löve & D. Löve,,Graminoid
TRPL6,,Trichophorum planifolium (Spreng.) Palla,bashful bulrush,Graminoid
TRPL6,BAVE8,Baeothryon verecundum (Fernald) Á. Löve & D. Löve,,Graminoid
TRPL6,SCPL2,"Scirpus planifolius Muhl., non Grimm, nom. illeg.",,Graminoid
TRPL6,TRVE9,Trichophorum verecundum (Fernald) Mohlenbr.,,Graminoid
TRPL6,SCVE,Scirpus verecundus Fernald,,Graminoid
TRPU18,,Trichophorum pumilum (Vahl) Schinz & Thell.,Rolland's bulrush,Graminoid
TRPU18,SCPU11,Scirpus pumilus Vahl,,Graminoid
TRPU18,SCPUR2,Scirpus pumilus Vahl var. rollandii (Fernald) Beetle,,Graminoid
TRPU18,BAPU4,Baeothryon pumilum (Vahl) Á. Löve & D. Löve,,Graminoid
TRPU18,SCPUR,Scirpus pumilus Vahl ssp. rollandii (Fernald) Raymond,,Graminoid
TRPU18,TRPUR3,Trichophorum pumilum (Vahl) Schinz & Thell. ssp. rollandii (Fernald) Roy L. Taylor & MacBryde,,Graminoid
TRPU18,SCRO3,Scirpus rollandii Fernald,,Graminoid
TRPU18,TRPUR2,Trichophorum pumilum (Vahl) Schinz & Thell. var. rollandii (Fernald) Hultén,,Graminoid
TRPU18,TRRO6,Trichophorum rollandii (Fernald) Hultén,,Graminoid
TRAL2,,Tridens albescens (Vasey) Wooton & Standl.,white tridens,Graminoid
TRAL2,RHAL7,Rhombolytrum albescens (Vasey) Nash,,Graminoid
TRAM,,Tridens ambiguus (Elliott) Schult.,pine barren fluffgrass,Graminoid
TRAM,TREL7,Triodia elliottii Bush,,Graminoid
TRBR14,,Tridens brasiliensis (Nees ex Steud.) Parodi,,Graminoid
TRBU,,Tridens buckleyanus (L.H. Dewey) Nash,Buckley's fluffgrass,Graminoid
TRCA4,TRDR2,Triodia drummondii Scribn. & Kearney,,Graminoid
TRCA4,,Tridens carolinianus (Steud.) Henr.,Carolina fluffgrass,Graminoid
TRCO2,,Tridens congestus (L.H. Dewey) Nash,pink fluffgrass,Graminoid
TRER,TRER5,Triodia eragrostoides Vasey & Scribn.,,Graminoid
TRER,,Tridens eragrostoides (Vasey & Scribn.) Nash,lovegrass tridens,Graminoid
TRFL2,,Tridens flavus (L.) Hitchc.,purpletop tridens,Graminoid
TRFLC,,Tridens flavus (L.) Hitchc. var. chapmanii (Small) Shinners,Chapman's tridens,Graminoid
