Accepted Symbol,Synonym Symbol,Scientific Name,Common Name,Growth Habit
SCLA13,,Scleria laxa R. Br.,nutrush,Graminoid
SCLE7,SCLA12,"Scleria laevis Willd., orth. var.",,Graminoid
SCLE7,,Scleria levis Retz.,nutrush,Graminoid
SCLI3,,Scleria lithosperma (L.) Sw.,Florida Keys nutrush,Graminoid
SCLI3,SCLI8,Scirpus lithospermus L.,,Graminoid
SCMI3,,Scleria microcarpa Nees ex Kunth,tropical nutrush,Graminoid
SCMI4,,Scleria minor W. Stone,slender nutrush,Graminoid
SCMI5,,Scleria mitis P.J. Bergius [excluded],,Graminoid
SCMU8,,Scleria muehlenbergii Steud.,Muehlenberg's nutrush,Graminoid
SCMU8,SCST5,Scleria stevensiana Britton,,Graminoid
SCMU8,SCSE2,Scleria setacea auct. non Poir.,,Graminoid
SCMU8,SCREP,Scleria reticularis Michx. var. pubescens Britton,,Graminoid
SCNO4,,Scleria novae-hollandiae Boeckeler,nutrush,Graminoid
SCOL2,,Scleria oligantha Michx.,littlehead nutrush,Graminoid
SCPA5,,Scleria pauciflora Muhl. ex Willd.,fewflower nutrush,Graminoid
SCPAC,,Scleria pauciflora Muhl. ex Willd. var. caroliniana (Willd.) Alph. Wood,Carolina nutrush,Graminoid
SCPAC2,,Scleria pauciflora Muhl. ex Willd. var. curtissii (Britton) Fairey,Curtiss' nutrush,Graminoid
SCPAC2,SCCIC2,Scleria ciliata Michx. var. curtissii (Britton) Kessler,,Graminoid
SCPAC2,SCCU3,Scleria curtissii Britton,,Graminoid
SCPAP2,SCPAK,Scleria pauciflora Muhl. ex Willd. var. kansana Fernald,,Graminoid
SCPAP2,,Scleria pauciflora Muhl. ex Willd. var. pauciflora,fewflower nutrush,Graminoid
SCPO8,,Scleria polycarpa Boeckeler,nutrush,Graminoid
SCPT,,Scleria pterota C. Presl ex C.B. Clarke,cortadora blanca,Graminoid
SCPTM,SCME,Scleria melaleuca Rchb. ex Schltdl. & Cham.,,Graminoid
SCPTM,,Scleria pterota C. Presl ex C.B. Clarke var. melaleuca (Rchb. ex Schltdl. & Cham.) Standl.,cortadora blanca,Graminoid
SCPTP,,Scleria pterota C. Presl ex C.B. Clarke var. pterota,cortadora blanca,Graminoid
SCPU7,,Scleria purdiei C.B. Clarke [excluded],Purdie's nutrush,Graminoid
SCPU15,,Scleria purpurascens Steud.,,Graminoid
SCRE,SCREP2,Scleria reticularis Michx. var. pumila Britton,,Graminoid
SCRE,,Scleria reticularis Michx.,netted nutrush,Graminoid
SCRU8,,Scleria rugosa R. Br.,nutrush,Graminoid
SCSC6,,Scleria scabriuscula Schltdl. [excluded],mosquito nutrush,Graminoid
SCSC2,SCCA5,Scleria canescens Boeckeler,,Graminoid
SCSC2,,Scleria scindens Nees ex Kunth,hairy nutrush,Graminoid
SCSC11,,Scleria scrobiculata Nees & Meyen,nutrush,Graminoid
SCSE4,,Scleria secans (L.) Urb.,razor grass,Graminoid
SCSU9,,Scleria sumatrensis Retz.,nutrush,Graminoid
SCTE6,,Scleria testacea Nees,Hawai'i nutrush,Graminoid
SCTR,SCFL3,Scleria flaccida Steud.,,Graminoid
SCTR,SCNI3,Scleria nitida Muhl. ex Willd.,,Graminoid
SCTR,,Scleria triglomerata Michx.,whip nutrush,Graminoid
SCVE2,SCTE8,Scleria tenella Kunth,,Graminoid
SCVE2,,Scleria verticillata Muhl. ex Willd.,low nutrush,Graminoid
SCDU2,,Sclerochloa dura (L.) P. Beauv.,common hardgrass,Graminoid
SCDU2,CYDU4,Cynosurus durus L.,,Graminoid
SCBR2,SCLO3,Scleropogon longisetus Beetle,,Graminoid
SCBR2,,Scleropogon brevifolius Phil.,burrograss,Graminoid
SCFU4,,Sclerostachya fusca (Roxb.) A. Camus [excluded],,Graminoid
SCFE,,Scolochloa festucacea (Willd.) Link,common rivergrass,Graminoid
SCFE,FLFE,Fluminia festucacea (Willd.) Hitchc.,,Graminoid
SCFE,ARFE7,Arundo festucacea Willd.,,Graminoid
SCBO,,Scribneria bolanderi (Thurb.) Hack.,Scribner's grass,Graminoid
SECE,TRCE5,Triticum cereale (L.) Salisb.,,Graminoid
SECE,SEMO,"Secale montanum Guss., nom. inq.",,Graminoid
SECE,,Secale cereale L.,cereal rye,Graminoid
SECE,SEST10,Secale strictum (C. Presl) C. Presl,,Graminoid
SEIS,,Sehima ischaemoides Forssk.,,Graminoid
SENE2,,Sehima nervosum (Rottler) Stapf,rattail grass,Graminoid
SENE2,SENE7,"Sehima nervosa (Rottler) Stapf, orth. var.",,Graminoid
SEFA3,,Semiarundinaria fastuosa (Lat.-Marl. ex Mitford) Makino ex Nakai,narihira bamboo,Graminoid
SEAU3,,Sesleria autumnalis (Scop.) F.W. Schultz,,Graminoid
SEAU3,SEEL4,Sesleria elongata Host,,Graminoid
SECA22,,Sesleria caerulea (L.) Ard.,,Graminoid
SECY6,,Sesleria cylindrica (Balb.) DC.,,Graminoid
SECY6,SEAR14,Sesleria argentea auct.,,Graminoid
SEHE7,,Sesleria heufleriana Schur,,Graminoid
SEAD,PAAD3,Panicum adhaerens Forssk.,,Graminoid
SEAD,,Setaria adhaerens (Forssk.) Chiov.,bur bristlegrass,Graminoid
SEAD,PERE14,Pennisetum respiciens A. Rich.,,Graminoid
SEAD,SEVER2,Setaria verticillata (L.) P. Beauv. var. respiciens (A. Rich.) A. Braun,,Graminoid
SEAR7,,Setaria arizonica Rominger,Arizona bristlegrass,Graminoid
SEBA,,Setaria barbata (Lam.) Kunth,East Indian bristlegrass,Graminoid
SEBA,PABA5,Panicum barbatum Lam.,,Graminoid
SEBA,CHBA9,Chaetochloa barbata (Lam.) Hitchc. & Chase,,Graminoid
SEBR6,,Setaria brigalow R.D. Webster,brigalow grass,Graminoid
SEBR6,PACA28,Paspalidium caespitosum C.E. Hubb.,,Graminoid
SECO4,,Setaria corrugata (Elliott) Schult.,coastal bristlegrass,Graminoid
SECO4,CHCO20,Chaetochloa corrugata (Elliott) Scribn.,,Graminoid
SECO4,PACO27,Panicum corrugatum Elliott,,Graminoid
SECO4,CHHI10,Chaetochloa hispida Scribn. & Merr.,,Graminoid
SEFA,,Setaria faberi Herrm.,Japanese bristlegrass,Graminoid
SEGR6,,Setaria grisebachii Fourn.,Grisebach's bristlegrass,Graminoid
SEIN8,SEPE7,Setaria perberbis Stapf ex de Wit,,Graminoid
SEIN8,SEGE3,Setaria gerrardii Stapf,,Graminoid
SEIN8,,Setaria incrassata (Hochst.) Hack.,,Graminoid
SEIN8,SEHO5,Setaria holstii R.A.W. Herrm.,,Graminoid
SEIN8,SEPH2,Setaria phanerococca Stapf,,Graminoid
SEIN8,SEWO3,Setaria woodii Hack.,,Graminoid
SEIT,,Setaria italica (L.) P. Beauv.,foxtail millet,Graminoid
SEIT,PAIT,Panicum italicum L.,,Graminoid
SEIT,CHIT,Chaetochloa italica (L.) Scribn.,,Graminoid
SEIT,SEITM3,Setaria italica (L.) P. Beauv. subvar. metzgeri,,Graminoid
SEIT,SEITM,Setaria italica (L.) P. Beauv. var. metzgeri (Koern.) Jáv.,,Graminoid
SEIT,SEITS,Setaria italica (L.) P. Beauv. var. stramineofructa (F.T. Hubbard) L.H. Bailey,,Graminoid
SELA9,SEAR15,Setaria argentina R.A.W. Herrm.,,Graminoid
SELA9,,Setaria lachnea (Nees) Kunth,,Graminoid
SELE6,,Setaria leucopila (Scribn. & Merr.) K. Schum.,streambed bristlegrass,Graminoid
SELE6,CHLE9,Chaetochloa leucopila Scribn. & Merr.,,Graminoid
SELI3,,Setaria liebmannii Fourn.,Liebmann's bristlegrass,Graminoid
SELO4,,Setaria longiseta P. Beauv. [excluded],,Graminoid
SEMA4,,Setaria macrosperma (Scribn. & Merr.) K. Schum.,coral bristlegrass,Graminoid
SEMA4,CHMA8,Chaetochloa macrosperma Scribn. & Merr.,,Graminoid
SEMA5,,Setaria macrostachya Kunth,large-spike bristlegrass,Graminoid
SEMA6,CHMA9,Chaetochloa magna (Griseb.) Scribn.,,Graminoid
SEMA6,,Setaria magna Griseb.,giant bristlegrass,Graminoid
SEME6,,Setaria megaphylla (Steud.) T. Dur. & Schinz,bigleaf bristlegrass,Graminoid
SEME6,SEPA16,Setaria palmifolia auct. non (J. Koenig) Stapf,,Graminoid
SEME6,SECH4,Setaria chevalieri Stapf & C.E. Hubb.,,Graminoid
SEME6,SEPL8,Setaria plicatilis (Hochst.) Hack. ex Engl.,,Graminoid
SENI2,,Setaria nigrirostris (Nees) T. Dur. & Schinz,black bristlegrass,Graminoid
SENI2,CHNI5,Chaetochloa nigrirostris (Nees) Skeels,,Graminoid
SEPA6,,Setaria palmifolia (J. Koenig) Stapf,palmgrass,Graminoid
SEPA6,PAPA18,Panicum palmifolium J. Koenig,,Graminoid
SEPA19,,Setaria paniculifera (Steud.) Fourn. [excluded],,Graminoid
SEPA10,SEGR7,Setaria gracilis Kunth,,Graminoid
SEPA10,PAGE4,Panicum geniculatum Lam.,,Graminoid
SEPA10,,Setaria parviflora (Poir.) Kerguélen,marsh bristlegrass,Graminoid
SEPA10,CHGE4,Chaetochloa geniculata (Lam.) Millsp. & Chase,,Graminoid
SEPA10,CHIM2,Chaetochloa imberbis (Poir.) Scribn.,,Graminoid
SEPA10,SEGE,"Setaria geniculata (Wild.) P. Beauv., nom. illeg.",,Graminoid
SEPL7,,Setaria plicata (Lam.) T. Cooke,,Graminoid
SEPO8,,Setaria poiretiana (Schult.) Kunth [excluded],,Graminoid
SEPR,,Setaria pradana (Léon ex Hitchc.) Léon,roadside bristlegrass,Graminoid
SEPR,PAPR12,Panicum pradanum Léon ex Hitchc.,,Graminoid
SEPU8,,Setaria pumila (Poir.) Roem. & Schult.,yellow foxtail,Graminoid
SEPUP3,PAPU7,Panicum pumilum auct. non Poir.,,Graminoid
SEPUP3,SEGLP,"Setaria glauca (L.) P. Beauv. var. pallidifusca (Schumach.) T. Koyama, orth. var.",,Graminoid
SEPUP3,SEPUP,"Setaria pumila (Poir.) Roem. & Schult. ssp. pallidifusca (Schumach.) B.K. Simon, orth. var.",,Graminoid
SEPUP3,,Setaria pumila (Poir.) Roem. & Schult. ssp. pallidefusca (Schumach.) B.K. Simon,cattail grass,Graminoid
SEPUP3,SEPA18,Setaria pallidefusca (Schumach.) Stapf & C.E. Hubbard,,Graminoid
SEPUP3,SEPA82,"Setaria pallidifusca (Schumach.) Stapf & C.E. Hubbard, orth. var.",,Graminoid
SEPUP3,SEGLP2,Setaria glauca (L.) P. Beauv. var. pallidefusca (Schumach.) T. Koyama,,Graminoid
SEPUP2,SEGL8,Setaria glauca sensu Vickery,,Graminoid
SEPUP2,CHGL12,Chaetochloa glauca (L.) Scribn.,,Graminoid
SEPUP2,CHLU3,Chaetochloa lutescens (Weigel) Stuntz,,Graminoid
SEPUP2,,Setaria pumila (Poir.) Roem. & Schult. ssp. pumila,yellow foxtail,Graminoid
SEPUP2,SELU4,Setaria lutescens (Weigel) F.T. Hubbard,,Graminoid
SEPUP2,SEGL2,Setaria glauca (L.) P. Beauv.,,Graminoid
SEPUP2,PAGL5,Panicum glaucum L.,,Graminoid
SERA2,,Setaria rariflora Mikan ex Trin.,Brazilian bristlegrass,Graminoid
SERA2,CHRA5,Chaetochloa rariflora (Mikan ex Trin.) Hitchc. & Chase,,Graminoid
SERE3,,Setaria reverchonii (Vasey) Pilg.,Reverchon's bristlegrass,Graminoid
SEREF,,Setaria reverchonii (Vasey) Pilg. ssp. firmula (Hitchc. & Chase) W.E. Fox,knot grass,Graminoid
SEREF,PAFI10,Panicum firmulum Hitchc. & Chase,,Graminoid
SEREF,SEFI,Setaria firmula (Hitchc. & Chase) Pilg.,,Graminoid
SERER,,Setaria reverchonii (Vasey) Pilg. ssp. ramiseta (Scribn.) W.E. Fox,Rio Grande bristlegrass,Graminoid
SERER,PARA10,Panicum ramisetum Scribn.,,Graminoid
SERER,SERA3,Setaria ramiseta (Scribn.) Pilg.,,Graminoid
SERER2,,Setaria reverchonii (Vasey) Pilg. ssp. reverchonii,Reverchon's bristlegrass,Graminoid
SERER2,PARE10,Panicum reverchonii Vasey,,Graminoid
SESA10,,Setaria sagittifolia (A. Rich.) Walp.,,Graminoid
SESA10,CYSA7,Cymbosetaria sagittifolia (A. Rich.) Schweick.,,Graminoid
SESC2,PASC12,Panicum scheelei Steud.,,Graminoid
SESC2,,Setaria scheelei (Steud.) Hitchc.,southwestern bristlegrass,Graminoid
SESE4,,Setaria setosa (Sw.) P. Beauv.,West Indian bristlegrass,Graminoid
SESEL2,SELE9,Setaria leiophylla (Nees) Kunth,,Graminoid
SESEL2,,Setaria setosa (Sw.) P. Beauv. var. leiophylla (Nees) Arechav.,West Indian bristlegrass,Graminoid
SESES2,,Setaria setosa (Sw.) P. Beauv. var. setosa,West Indian bristlegrass,Graminoid
SESES2,CHSE12,Chaetochloa setosa (Sw.) Scribn.,,Graminoid
SESES2,PASE10,Panicum setosum Sw.,,Graminoid
SESP5,,Setaria sphacelata (Schumach.) Stapf & C.E. Hubb. ex M.B. Moss,African bristlegrass,Graminoid
SESPA2,,Setaria sphacelata (Schumach.) Stapf & C.E. Hubb. ex M.B. Moss var. anceps (Stapf) Veldkamp,,Graminoid
SESPA2,SEAL11,Setaria almaspicata de Wit,,Graminoid
SESPA3,,Setaria sphacelata (Schumach.) Stapf & C.E. Hubb. ex M.B. Moss var. aurea (Hochst. ex A. Braun) Clayton,,Graminoid
SESPA3,SETR8,Setaria trinervia Stapf,,Graminoid
SESPS4,,Setaria sphacelata (Schumach.) Stapf & C.E. Hubb. ex M.B. Moss var. sphacelata,African bristlegrass,Graminoid
SESPS4,SEFL8,Setaria flabellata Stapf,,Graminoid
SESPS4,SEPE8,Setaria perennis Hack.,,Graminoid
SESPS5,,Setaria sphacelata (Schumach.) Stapf & C.E. Hubb. ex M.B. Moss var. splendida (Stapf) Clayton,splendid bristlegrass,Graminoid
SESPS5,SESP12,Setaria splendida Stapf,,Graminoid
SETE9,,Setaria tenacissima Schrad.,tropical bristlegrass,Graminoid
SETE9,CHTE9,Chaetochloa tenacissima (Schrad.) Hitchc. & Chase,,Graminoid
SETE14,,Setaria tenax (Rich.) Desv. [excluded],,Graminoid
SETE6,,Setaria texana W.H.P. Emery,Texas bristlegrass,Graminoid
SEUT2,PAUT3,Panicum utowanaeum Scribn. ex Millsp.,,Graminoid
SEUT2,,Setaria utowanaea (Scribn. ex Millsp.) Pilg.,Caribbean bristlegrass,Graminoid
SEVE3,CHVE7,Chaetochloa verticillata (L.) Scribn.,,Graminoid
SEVE3,,Setaria verticillata (L.) P. Beauv.,hooked bristlegrass,Graminoid
SEVE3,SECA3,Setaria carnei Hitchc.,,Graminoid
SEVE3,PAVE5,Panicum verticillatum L.,,Graminoid
SEVE5,,Setaria verticilliformis Dunart.,barbed bristlegrass,Graminoid
SEVE5,SEDE5,Setaria decipiens Schimp. ex Nyman,,Graminoid
SEVE5,PAVEA,Panicum verticillatum L. var. ambiguum Guss.,,Graminoid
SEVE5,SEAM4,"Setaria ×ambigua (Guss.) Guss., nom. illeg.",,Graminoid
SEVE5,SEGU,Setaria gussonei Kerguélen,,Graminoid
SEVE5,SEVIA,Setaria viridis (L.) P. Beauv. var. ambigua (Guss.) Coss. & Durieu,,Graminoid
SEVE5,SEVEA,Setaria verticillata (L.) P. Beauv. var. ambigua (Guss.) Parl.,,Graminoid
SEVI3,CHVI12,Chaetochloa villosissima Scribn. & Merr.,,Graminoid
SEVI3,,Setaria villosissima (Scribn. & Merr.) K. Schum.,hairyleaf bristlegrass,Graminoid
SEVI4,,Setaria viridis (L.) P. Beauv.,green bristlegrass,Graminoid
SEVIM,,Setaria viridis (L.) P. Beauv. var. major (Gaudin) Pospichal,green bristlegrass,Graminoid
SEVIM,PAVIM,Panicum viride L. var. major Gaudin,,Graminoid
SEVIM,SEVIR,Setaria viridis (L.) P. Beauv. var. robustaalba Schreib.,,Graminoid
SEVIM,SEVIR2,Setaria viridis (L.) P. Beauv. var. robustapurpurea Schreib.,,Graminoid
SEVIV,,Setaria viridis (L.) P. Beauv. var. viridis,green bristlegrass,Graminoid
SEVIV,SEVIB,Setaria viridis (L.) P. Beauv. var. breviseta (Döll) Hitchc.,,Graminoid
SEVIV,PAVI9,Panicum viride L.,,Graminoid
SEVIV,CHVI13,Chaetochloa viridis (L.) Scribn.,,Graminoid
SEVIV,SEVIW,Setaria viridis (L.) P. Beauv. var. weinmannii (Roem. & Schult.) Borbás,,Graminoid
SEVU2,CHVU2,Chaetochloa vulpiseta (Lam.) Hitchc. & Chase,,Graminoid
SEVU2,,Setaria vulpiseta (Lam.) Roem. & Schult.,plains bristlegrass,Graminoid
SEVU2,PAVU,Panicum vulpisetum Lam.,,Graminoid
SEAU4,,Setariopsis auriculata (Fourn.) Scribn.,setariopsis,Graminoid
SHKU,,Shibataea kumasaca (Zoll. ex Steud.) Makino,ruscus-leaf bamboo,Graminoid
SILA23,,Sinocalamus latiflorus (Munro) McClure,wideleaf bamboo,Graminoid
SILA23,DELA8,Dendrocalamus latiflorus Munro,,Graminoid
SIOL2,,Sinocalamus oldhamii (Munro) McClure [excluded],,Graminoid
SNPO,,Snowdenia polystachya (Fresen.) Pilg.,,Graminoid
SOEL3,,Sorghastrum elliottii (C. Mohr) Nash,slender Indiangrass,Graminoid
SOEL3,CHEL4,Chrysopogon elliottii C. Mohr,,Graminoid
SOEL3,SOAP,Sorghastrum apalachicolense D.W. Hall,,Graminoid
SONU2,,Sorghastrum nutans (L.) Nash,Indiangrass,Graminoid
SONU2,SOAV2,Sorghastrum avenaceum (Michx.) Nash,,Graminoid
SONU2,ANNU4,Andropogon nutans L.,,Graminoid
SOSE5,,Sorghastrum secundum (Elliott) Nash,lopsided Indiangrass,Graminoid
SOSE5,ANSE7,Andropogon secundus Elliott,,Graminoid
SOSE6,,Sorghastrum setosum (Griseb.) Hitchc.,sandysoil Indiangrass,Graminoid
SOSE6,ANSE15,Andropogon setosus Griseb.,,Graminoid
SOSE6,SOPA11,Sorghastrum parviflorum auct. non (Desv.) Hitchc. & Chase,,Graminoid
SOST5,,Sorghastrum stipoides (Kunth) Nash,needle Indiangrass,Graminoid
SOAL,,Sorghum almum Parodi,Columbus grass,Graminoid
SOBI2,,Sorghum bicolor (L.) Moench,sorghum,Graminoid
SOBIA,,Sorghum bicolor (L.) Moench ssp. arundinaceum (Desv.) de Wet & Harlan,common wild sorghum,Graminoid
SOBIA,SOAR7,Sorghum arundinaceum (Desv.) Stapf,,Graminoid
SOBIA,SOBIV,Sorghum bicolor (L.) Moench var. virgatum (Hack.) de Wet & Huckabay,,Graminoid
SOBIA,SOLA2,Sorghum lanceolatum Stapf,,Graminoid
SOBIA,SOAE3,Sorghum aethiopicum (Hack.) Rupr. ex Stapf,,Graminoid
SOBIA,SOBIA2,Sorghum bicolor (L.) Moench var. aethiopicum (Hack.) de Wet & Huckabay,,Graminoid
SOBIA,SOVE3,Sorghum verticilliflorum (Steud.) Stapf,,Graminoid
SOBIA,SOVI5,Sorghum virgatum (Hack.) Stapf,,Graminoid
SOBIB,SOBIC,Sorghum bicolor (L.) Moench var. caffrorum (Retz.) Mohlenbr.,,Graminoid
SOBIB,SODU4,Sorghum durra (Forssk.) Stapf,,Graminoid
SOBIB,,Sorghum bicolor (L.) Moench ssp. bicolor,grain sorghum,Graminoid
SOBIB,HOBI,Holcus bicolor L.,,Graminoid
SOBIB,SOCE80,Sorghum cernuum (Ard.) Host,,Graminoid
SOBIB,SOGU3,Sorghum guineense Stapf,,Graminoid
SOBIB,SOCA14,Sorghum caffrorum (Retz.) P. Beauv.,,Graminoid
SOBIB,HOSO,Holcus sorghum L.,,Graminoid
SOBIB,SODO2,Sorghum dochna (Forssk.) Snowden,,Graminoid
SOBIB,SOSU2,Sorghum subglabrescens Schweinf. & Asch.,,Graminoid
SOBIB,SOCA18,Sorghum caudatum (Hack.) Stapf,,Graminoid
SOBIB,SODOT,Sorghum dochna (Forssk.) Snowden var. technicum (Koern.) Snowden,,Graminoid
SOBIB,SONE7,Sorghum nervosum Besser ex Schult.,,Graminoid
SOBIB,SOVUD3,Sorghum vulgare Pers. var. durra (Forssk.) Hubbard & Rehder,,Graminoid
SOBIB,SOVUR2,Sorghum vulgare Pers. var. roxburghii (Stapf) Haines,,Graminoid
SOBIB,SOSA6,"Sorghum saccharatum (L.) Moench, nom. utique rej.",,Graminoid
SOBIB,SOVUC2,Sorghum vulgare Pers. var. caffrorum (Retz.) Hubbard & Rehder,,Graminoid
SOBIB,SOVU2,Sorghum vulgare Pers.,,Graminoid
SOBIB,SOVUS2,"Sorghum vulgare Pers. var. saccharatum (L.) Boerl., nom. utique rej.",,Graminoid
SOBIB,SOVUT2,Sorghum vulgare Pers. var. technicum (Koern.) Jáv.,,Graminoid
SOBID,SOBIS,Sorghum bicolor (L.) Moench var. sudanense (Piper) Hitchc.,,Graminoid
SOBID,,Sorghum bicolor (L.) Moench ssp. drummondii (Nees ex Steud.) de Wet & Harlan,Sudangrass,Graminoid
SOBID,ANDR2,Andropogon drummondii Nees ex Steud.,,Graminoid
SOBID,SODR3,Sorghum drummondii (Nees ex Steud.) Millsp. & Chase,,Graminoid
SOBID,SOSU4,Sorghum sudanense (Piper) Stapf,,Graminoid
SOBID,SOVUS3,Sorghum vulgare Pers. var. sudanense (Piper) Hitchc.,,Graminoid
SOBID,SOBID2,Sorghum bicolor (L.) Moench var. drummondii (Nees ex Steud.) Mohlenbr.,,Graminoid
SOBID,SOVUD4,Sorghum vulgare Pers. var. drummondii (Nees ex Steud.) Hack. ex Chiov.,,Graminoid
SOBI5,,Sorghum bicolor var. bicolor × bicolor var. sudanense [unnamed hybrid],Sudex,Graminoid
SOHA,,Sorghum halepense (L.) Pers.,Johnsongrass,Graminoid
SOHA,SOMI10,Sorghum miliaceum (Roxb.) Snowden,,Graminoid
SOHA,HOHA,Holcus halepensis L.,,Graminoid
SOPR3,,Sorghum propinquum (Kunth) Hitchc.,sorghum,Graminoid
SPAL,SPALG,Spartina alterniflora Loisel. var. glabra (Muhl. ex Bigelow) Fernald,,Graminoid
SPAL,,Spartina alterniflora Loisel.,smooth cordgrass,Graminoid
SPAL,SPAL8,Sporobolus alterniflorus (Loisel.) P.M. Peterson & Saarela,,Graminoid
SPAL,SPALP,Spartina alterniflora Loisel. var. pilosa (Merr.) Fernald,,Graminoid
SPAN5,,Spartina anglica C.E. Hubbard,common cordgrass,Graminoid
SPAN5,SPAN14,Sporobolus anglicus (C.E. Hubbard) P.M. Peterson & Saarela,,Graminoid
SPBA,,Spartina bakeri Merr.,sand cordgrass,Graminoid
SPBA,SPBA3,Spartina bakeri (Merr.) P.M. Peterson & Saarela,,Graminoid
SPCA,,Spartina ×caespitosa A.A. Eaton (pro sp.) [patens × pectinata],cordgrass,Graminoid
SPCA,SPEA2,Sporobolus ×eatonianus P.M. Peterson & Saarela,,Graminoid
SPCA,SPPAC,Spartina patens (Aiton) Muhl. var. caespitosa (A.A. Eaton) Hitchc.,,Graminoid
SPCY,,Spartina cynosuroides (L.) Roth,big cordgrass,Graminoid
SPCY,SPCYP,Spartina cynosuroides (L.) Roth var. polystachya (Michx.) Beal ex Fernald,,Graminoid
SPCY,SPCY4,Sporobolus cynosuroides (L.) P.M. Peterson & Saarela,,Graminoid
SPDE2,,Spartina densiflora Brongn.,denseflower cordgrass,Graminoid
SPDE2,SPDE7,Sporobolus densiflorus (Brongn.) P.M. Peterson & Saarela,,Graminoid
SPFO,,Spartina foliosa Trin.,California cordgrass,Graminoid
SPFO,SPFO6,Sporobolus foliosus (Trin.) P.M. Peterson & Saarela,,Graminoid
SPGR,SPHO2,Sporobolus hookerianus P.M. Peterson & Saarela,,Graminoid
SPGR,,Spartina gracilis Trin.,alkali cordgrass,Graminoid
SPMA6,,Spartina maritima (M.A. Curtis) Fernald,small cordgrass,Graminoid
SPMA6,SPST7,Spartina stricta (Aiton) Roth,,Graminoid
SPMA6,SPMA4,Sporobolus maritimus (M.A. Curtis) P.M. Peterson & Saarela,,Graminoid
SPPA,SPPAJ,Spartina patens (Aiton) Muhl. var. juncea (Michx.) Hitchc.,,Graminoid
SPPA,SPPU9,Sporobolus pumilus (Roth) P.M. Peterson & Saarela,,Graminoid
SPPA,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Graminoid
SPPA,SPPAM,Spartina patens (Aiton) Muhl. var. monogyna (M.A. Curtis) Fernald,,Graminoid
SPPA,SPPU10,Spartina pumila Roth,,Graminoid
SPPE,,Spartina pectinata Bosc ex Link,prairie cordgrass,Graminoid
SPPE,SPPES,Spartina pectinata Bosc ex Link var. suttiei (Farw.) Fernald,,Graminoid
SPPE,SPMI3,Sporobolus michauxianus (Hitchc.) P.M. Peterson & Saarela,,Graminoid
SPPE,SPMI6,Spartina michauxiana Hitchc.,,Graminoid
SPSP,VISP3,Vilfa spartinae Trin.,,Graminoid
SPSP,SPSP8,Sporobolus spartinus (Trin.) P.M. Peterson & Saarela,,Graminoid
SPSP,,Spartina spartinae (Trin.) Merr. ex Hitchc.,gulf cordgrass,Graminoid
SPTO,,Spartina ×townsendii H. Groves & J. Groves (pro sp.) [alterniflora × maritima],cordgrass,Graminoid
SPTO,SPTO8,Sporobolus ×townsendii (H. Groves & J. Groves) P.M. Peterson & Saarela,,Graminoid
SPFI,,Sphenopholis filiformis (Chapm.) Scribn.,longleaf wedgescale,Graminoid
SPIN3,SPINP,Sphenopholis intermedia (Rydb.) Rydb. var. pilosa Dore,,Graminoid
SPIN3,,Sphenopholis intermedia (Rydb.) Rydb.,slender wedgescale,Graminoid
SPIN3,SPOBM,Sphenopholis obtusata (Michx.) Scribn. var. major (Torr.) K.S. Erdman,,Graminoid
SPLO,,Sphenopholis longiflora (Vasey) Hitchc.,Texas wedgescale,Graminoid
SPNI,,Sphenopholis nitida (Biehler) Scribn.,shiny wedgescale,Graminoid
SPOB,SPOBP,Sphenopholis obtusata (Michx.) Scribn. var. pubescens (Scribn. & Merr.) Scribn.,,Graminoid
SPOB,,Sphenopholis obtusata (Michx.) Scribn.,prairie wedgescale,Graminoid
SPOB,AIOB,Aira obtusata Michx.,,Graminoid
SPOB,SPOBL,Sphenopholis obtusata (Michx.) Scribn. var. lobata (Trin.) Scribn.,,Graminoid
SPPA7,,Sphenopholis ×pallens (Biehler) Scribn. (pro sp.) [obtusata × pensylvanica],wedgescale,Graminoid
SPPE3,TRPE6,Trisetum pensylvanicum (L.) P. Beauv. ex Roem. & Schult.,,Graminoid
SPPE3,,Sphenopholis pensylvanica (L.) Hitchc.,swamp wedgescale,Graminoid
SPHI2,,Spinifex hirsutus Labill.,hairy spinifex,Graminoid
SPSI5,,Spodiopogon sibiricus Trin.,frost grass,Graminoid
SPAI,,Sporobolus airoides (Torr.) Torr.,alkali sacaton,Graminoid
SPAI,AGAI,Agrostis airoides Torr.,,Graminoid
SPAU3,,Sporobolus australasicus Domin,,Graminoid
SPBU,,Sporobolus buckleyi Vasey,Buckley's dropseed,Graminoid
SPCL,SPASC2,Sporobolus asper (P. Beauv.) Kunth var. clandestinus (Biehler) Shinners,,Graminoid
SPCL,,Sporobolus clandestinus (Biehler) Hitchc.,rough dropseed,Graminoid
SPCL,SPASC,Sporobolus asper (P. Beauv.) Kunth var. canovirens (Nash) Shinners,,Graminoid
SPCL,SPCA12,Sporobolus canovirens Nash,,Graminoid
SPCL,SPCLC,Sporobolus clandestinus (Biehler) Hitchc. var. canovirens (Nash) Steyerm. & Kucera,,Graminoid
SPCL,SPCOC3,Sporobolus compositus (Poir.) Merr. var. clandestinus (Biehler) Wipff & S.D. Jones,,Graminoid
SPCL,SPLO4,Sporobolus longifolius (Torr.) Alph. Wood,,Graminoid
